ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,Year,Higher Odds win,Spaces
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Berdych T.,Karanusic R.,27,105,6,3,6,4,,,,,,,2,0,Completed,1.12,5.5,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Nieminen J.,Mamiit C.,33,420,7,6,6,4,,,,,,,2,0,Completed,1.16,4.5,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Reynolds B.,16,89,4,6,7,6,6,4,,,,,2,1,Completed,1.11,6,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Nishikori K.,Garcia-Lopez G.,84,60,6,4,6,4,,,,,,,2,0,Completed,1.33,3.25,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Robredo T.,Sirianni J.,17,143,6,2,6,2,,,,,,,2,0,Completed,1.11,6,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Youzhny M.,Cipolla F.,21,129,6,2,6,2,,,,,,,2,0,Completed,1.2,4.33,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Troicki V.,Odesnik W.,65,109,6,2,6,1,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Delic A.,Querrey S.,135,39,7,6,6,3,,,,,,,2,0,Completed,3.4,1.3,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Gasquet R.,Slanar M.,13,232,6,4,6,2,,,,,,,2,0,Completed,1.07,7.5,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Roddick A.,Minar I.,8,102,7,6,6,7,7,6,,,,,2,1,Completed,1.08,7,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Gonzalez F.,Hsun Lu Y.,11,69,1,6,7,5,6,3,,,,,2,1,Completed,1.16,4.5,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Martin Del Potro J.,Sela D.,12,66,7,5,6,0,,,,,,,2,0,Completed,1.25,3.75,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/2/2008,International Gold,Outdoor,Hard,3rd Round,3,Ferrer D.,Suzuki T.,5,593,4,6,6,3,6,2,,,,,2,1,Completed,1.08,7,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/2/2008,International Gold,Outdoor,Hard,3rd Round,3,Schuettler R.,Youzhny M.,35,21,6,3,6,7,6,4,,,,,2,1,Completed,3.25,1.33,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,10/2/2008,International Gold,Outdoor,Hard,3rd Round,3,Berdych T.,Robredo T.,27,17,7,6,6,2,,,,,,,2,0,Completed,1.66,2.1,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/2/2008,International Gold,Outdoor,Hard,3rd Round,3,Gasquet R.,Nishikori K.,13,84,6,1,6,2,,,,,,,2,0,Completed,1.53,2.37,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/2/2008,International Gold,Outdoor,Hard,3rd Round,3,Martin Del Potro J.,Nieminen J.,12,33,6,1,6,3,,,,,,,2,0,Completed,1.08,7,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/2/2008,International Gold,Outdoor,Hard,3rd Round,3,Gonzalez F.,Delic A.,11,135,6,4,7,6,,,,,,,2,0,Completed,1.28,3.5,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/2/2008,International Gold,Outdoor,Hard,3rd Round,3,Roddick A.,Melzer J.,8,38,7,6,6,2,,,,,,,2,0,Completed,1.22,4,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/2/2008,International Gold,Outdoor,Hard,3rd Round,3,Troicki V.,Tsonga J.W.,65,16,5,7,2,1,,,,,,,0,1,Retired,3,1.36,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,10/3/2008,International Gold,Outdoor,Hard,Quarterfinals,3,Martin Del Potro J.,Ferrer D.,12,5,6,1,7,5,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/3/2008,International Gold,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Schuettler R.,13,35,6,3,6,2,,,,,,,2,0,Completed,1.36,3,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/3/2008,International Gold,Outdoor,Hard,Quarterfinals,3,Roddick A.,Troicki V.,8,65,6,3,6,4,,,,,,,2,0,Completed,1.22,4,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/3/2008,International Gold,Outdoor,Hard,Quarterfinals,3,Berdych T.,Gonzalez F.,27,11,6,0,6,4,,,,,,,2,0,Completed,1.66,2.1,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/4/2008,International Gold,Outdoor,Hard,Semifinals,3,Martin Del Potro J.,Gasquet R.,12,13,6,3,4,6,7,5,,,,,2,1,Completed,1.33,3.25,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/4/2008,International Gold,Outdoor,Hard,Semifinals,3,Berdych T.,Roddick A.,27,8,6,7,7,5,7,6,,,,,2,1,Completed,2.62,1.44,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,10/5/2008,International Gold,Outdoor,Hard,The Final,3,Berdych T.,Martin Del Potro J.,27,12,6,1,6,4,,,,,,,2,0,Completed,3,1.38,2008,FALSE,
57,Moscow,Kremlin Cup,10/6/2008,International,Indoor,Carpet,1st Round,3,Chardy J.,Starace P.,81,76,3,6,6,1,6,4,,,,,2,1,Completed,1.53,2.37,2008,TRUE,
57,Moscow,Kremlin Cup,10/6/2008,International,Indoor,Carpet,1st Round,3,Garcia-Lopez G.,Devilder N.,59,63,6,2,6,4,,,,,,,2,0,Completed,1.53,2.37,2008,TRUE,
57,Moscow,Kremlin Cup,10/6/2008,International,Indoor,Carpet,1st Round,3,Santoro F.,Schukin Y.,65,187,4,6,7,6,6,4,,,,,2,1,Completed,1.3,3.4,2008,TRUE,
57,Moscow,Kremlin Cup,10/6/2008,International,Indoor,Carpet,1st Round,3,Andreev I.,Hsun Lu Y.,19,69,6,2,,,,,,,,,1,0,Retired,1.16,4.5,2008,TRUE,
57,Moscow,Kremlin Cup,10/7/2008,International,Indoor,Carpet,1st Round,3,Troicki V.,Donskoy E.,60,686,6,1,6,3,,,,,,,2,0,Completed,1.08,7,2008,TRUE,
57,Moscow,Kremlin Cup,10/7/2008,International,Indoor,Carpet,1st Round,3,Sela D.,Hanescu V.,70,72,6,3,3,6,6,2,,,,,2,1,Completed,1.66,2.1,2008,TRUE,
57,Moscow,Kremlin Cup,10/7/2008,International,Indoor,Carpet,1st Round,3,Benneteau J.,Levy H.,52,194,6,4,6,3,,,,,,,2,0,Completed,1.36,3,2008,TRUE,
57,Moscow,Kremlin Cup,10/7/2008,International,Indoor,Carpet,1st Round,3,Tipsarevic J.,Kudryavtsev A.,41,229,4,6,6,3,7,6,,,,,2,1,Completed,1.16,4.5,2008,TRUE,
57,Moscow,Kremlin Cup,10/7/2008,International,Indoor,Carpet,1st Round,3,Istomin D.,Llodra M.,121,36,7,6,6,3,,,,,,,2,0,Completed,3.5,1.28,2008,FALSE,
57,Moscow,Kremlin Cup,10/7/2008,International,Indoor,Carpet,1st Round,3,Davydenko N.,Serra F.,5,53,6,1,7,5,,,,,,,2,0,Completed,1.08,7,2008,TRUE,
57,Moscow,Kremlin Cup,10/7/2008,International,Indoor,Carpet,1st Round,3,Ginepri R.,Vanek J.,64,116,6,3,6,4,,,,,,,2,0,Completed,1.25,3.75,2008,TRUE,
57,Moscow,Kremlin Cup,10/7/2008,International,Indoor,Carpet,1st Round,3,Safin M.,Okun N.,40,521,7,6,3,6,6,4,,,,,2,1,Completed,1.08,7,2008,TRUE,
57,Moscow,Kremlin Cup,10/8/2008,International,Indoor,Carpet,1st Round,3,Zverev M.,Gremelmayr D.,98,84,6,3,7,6,,,,,,,2,0,Completed,1.57,2.25,2008,TRUE,
57,Moscow,Kremlin Cup,10/8/2008,International,Indoor,Carpet,1st Round,3,Gabashvili T.,Youzhny M.,66,22,7,5,4,6,7,6,,,,,2,1,Completed,3,1.36,2008,FALSE,
57,Moscow,Kremlin Cup,10/8/2008,International,Indoor,Carpet,1st Round,3,Kunitsyn I.,Kukushkin M.,71,159,6,1,4,6,6,1,,,,,2,1,Completed,,,2008,FALSE,
57,Moscow,Kremlin Cup,10/8/2008,International,Indoor,Carpet,1st Round,3,Mathieu P.H.,Stakhovsky S.,23,85,6,3,6,2,,,,,,,2,0,Completed,1.28,3.5,2008,TRUE,
57,Moscow,Kremlin Cup,10/8/2008,International,Indoor,Carpet,2nd Round,3,Santoro F.,Istomin D.,65,121,6,2,6,4,,,,,,,2,0,Completed,1.57,2.25,2008,TRUE,
57,Moscow,Kremlin Cup,10/8/2008,International,Indoor,Carpet,2nd Round,3,Chardy J.,Andreev I.,81,19,3,6,7,5,6,4,,,,,2,1,Completed,4.5,1.16,2008,FALSE,
57,Moscow,Kremlin Cup,10/9/2008,International,Indoor,Carpet,2nd Round,3,Troicki V.,Tipsarevic J.,60,41,6,3,6,4,,,,,,,2,0,Completed,2.1,1.66,2008,FALSE,
57,Moscow,Kremlin Cup,10/9/2008,International,Indoor,Carpet,2nd Round,3,Kunitsyn I.,Ginepri R.,71,64,6,4,6,3,,,,,,,2,0,Completed,2.2,1.61,2008,FALSE,
57,Moscow,Kremlin Cup,10/9/2008,International,Indoor,Carpet,2nd Round,3,Davydenko N.,Garcia-Lopez G.,5,59,6,1,6,1,,,,,,,2,0,Completed,1.07,7.5,2008,TRUE,
57,Moscow,Kremlin Cup,10/9/2008,International,Indoor,Carpet,2nd Round,3,Zverev M.,Gabashvili T.,98,66,6,2,2,6,6,1,,,,,2,1,Completed,2.62,1.44,2008,FALSE,
57,Moscow,Kremlin Cup,10/9/2008,International,Indoor,Carpet,2nd Round,3,Safin M.,Benneteau J.,40,52,6,4,0,6,6,2,,,,,2,1,Completed,1.38,2.87,2008,TRUE,
57,Moscow,Kremlin Cup,10/9/2008,International,Indoor,Carpet,2nd Round,3,Mathieu P.H.,Sela D.,23,70,6,7,7,5,7,6,,,,,2,1,Completed,1.4,2.75,2008,TRUE,
57,Moscow,Kremlin Cup,10/10/2008,International,Indoor,Carpet,Quarterfinals,3,Zverev M.,Troicki V.,98,60,6,4,3,6,7,5,,,,,2,1,Completed,2.75,1.4,2008,FALSE,
57,Moscow,Kremlin Cup,10/10/2008,International,Indoor,Carpet,Quarterfinals,3,Santoro F.,Mathieu P.H.,65,23,6,3,2,0,,,,,,,1,0,Retired,3.4,1.3,2008,FALSE,
57,Moscow,Kremlin Cup,10/10/2008,International,Indoor,Carpet,Quarterfinals,3,Safin M.,Davydenko N.,40,5,7,6,4,6,6,4,,,,,2,1,Completed,4.33,1.2,2008,FALSE,
57,Moscow,Kremlin Cup,10/10/2008,International,Indoor,Carpet,Quarterfinals,3,Kunitsyn I.,Chardy J.,71,81,6,4,6,2,,,,,,,2,0,Completed,1.61,2.2,2008,TRUE,
57,Moscow,Kremlin Cup,10/11/2008,International,Indoor,Carpet,Semifinals,3,Safin M.,Zverev M.,40,98,,,,,,,,,,,,,Walkover,1.28,3.5,2008,TRUE,
57,Moscow,Kremlin Cup,10/11/2008,International,Indoor,Carpet,Semifinals,3,Kunitsyn I.,Santoro F.,71,65,6,4,6,3,,,,,,,2,0,Completed,1.61,2.2,2008,TRUE,
57,Moscow,Kremlin Cup,10/12/2008,International,Indoor,Carpet,The Final,3,Kunitsyn I.,Safin M.,71,40,7,6,6,7,6,3,,,,,2,1,Completed,3.5,1.3,2008,FALSE,
58,Stockholm,Stockholm Open,10/6/2008,International,Indoor,Hard,1st Round,3,Lapentti N.,Navarro-Pastor I.,78,74,3,6,7,6,7,5,,,,,2,1,Completed,1.8,1.9,2008,TRUE,
58,Stockholm,Stockholm Open,10/6/2008,International,Indoor,Hard,1st Round,3,Hrbaty D.,Andujar P.,396,96,6,2,6,1,,,,,,,2,0,Completed,1.44,2.62,2008,TRUE,
58,Stockholm,Stockholm Open,10/6/2008,International,Indoor,Hard,1st Round,3,Nishikori K.,Granollers M.,77,55,2,6,6,4,6,2,,,,,2,1,Completed,1.25,3.75,2008,TRUE,
58,Stockholm,Stockholm Open,10/7/2008,International,Indoor,Hard,1st Round,3,Schuettler R.,Guccione C.,34,88,6,0,6,3,,,,,,,2,0,Completed,1.53,2.37,2008,TRUE,
58,Stockholm,Stockholm Open,10/7/2008,International,Indoor,Hard,1st Round,3,Ancic M.,Rochus O.,31,110,7,6,6,2,,,,,,,2,0,Completed,1.3,3.4,2008,TRUE,
58,Stockholm,Stockholm Open,10/7/2008,International,Indoor,Hard,1st Round,3,Nalbandian D.,Reynolds B.,7,82,6,1,6,1,,,,,,,2,0,Completed,1.16,4.5,2008,TRUE,
58,Stockholm,Stockholm Open,10/7/2008,International,Indoor,Hard,1st Round,3,Darcis S.,Rochus C.,58,75,2,6,6,3,6,3,,,,,2,1,Completed,1.4,2.75,2008,TRUE,
58,Stockholm,Stockholm Open,10/7/2008,International,Indoor,Hard,1st Round,3,Monaco J.,Bjorkman J.,43,173,6,2,6,4,,,,,,,2,0,Completed,1.57,2.25,2008,TRUE,
58,Stockholm,Stockholm Open,10/7/2008,International,Indoor,Hard,1st Round,3,Acasuso J.,Bachinger M.,47,175,7,6,3,6,7,6,,,,,2,1,Completed,1.36,3,2008,TRUE,
58,Stockholm,Stockholm Open,10/7/2008,International,Indoor,Hard,1st Round,3,Johansson J.,Mahut N.,771,91,7,5,7,6,,,,,,,2,0,Completed,3.25,1.33,2008,FALSE,
58,Stockholm,Stockholm Open,10/7/2008,International,Indoor,Hard,1st Round,3,Hernandez O.,Minar I.,83,102,6,4,6,3,,,,,,,2,0,Completed,2.5,1.5,2008,FALSE,
58,Stockholm,Stockholm Open,10/8/2008,International,Indoor,Hard,1st Round,3,Nieminen J.,Bellucci T.,33,80,6,7,6,3,7,5,,,,,2,1,Completed,1.28,3.5,2008,TRUE,
58,Stockholm,Stockholm Open,10/8/2008,International,Indoor,Hard,1st Round,3,Bastl G.,Nielsen F.,327,248,7,6,3,6,7,6,,,,,2,1,Completed,1.9,1.8,2008,FALSE,
58,Stockholm,Stockholm Open,10/8/2008,International,Indoor,Hard,1st Round,3,Clement A.,Rehnquist B.,86,183,6,2,6,1,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
58,Stockholm,Stockholm Open,10/8/2008,International,Indoor,Hard,1st Round,3,Soderling R.,Becker B.,35,138,7,5,6,3,,,,,,,2,0,Completed,1.11,6,2008,TRUE,
58,Stockholm,Stockholm Open,10/8/2008,International,Indoor,Hard,1st Round,3,Montanes A.,Johansson T.,51,87,6,3,4,6,6,3,,,,,2,1,Completed,3,1.36,2008,FALSE,
58,Stockholm,Stockholm Open,10/8/2008,International,Indoor,Hard,2nd Round,3,Schuettler R.,Lapentti N.,34,78,7,6,6,3,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
58,Stockholm,Stockholm Open,10/8/2008,International,Indoor,Hard,2nd Round,3,Hernandez O.,Acasuso J.,83,47,2,6,6,3,6,4,,,,,2,1,Completed,3.75,1.25,2008,FALSE,
58,Stockholm,Stockholm Open,10/9/2008,International,Indoor,Hard,2nd Round,3,Nishikori K.,Hrbaty D.,77,396,6,1,1,6,7,5,,,,,2,1,Completed,1.53,2.37,2008,TRUE,
58,Stockholm,Stockholm Open,10/9/2008,International,Indoor,Hard,2nd Round,3,Ancic M.,Darcis S.,31,58,7,6,6,4,,,,,,,2,0,Completed,1.28,3.5,2008,TRUE,
58,Stockholm,Stockholm Open,10/9/2008,International,Indoor,Hard,2nd Round,3,Montanes A.,Bastl G.,51,327,1,6,6,3,6,2,,,,,2,1,Completed,1.4,2.75,2008,TRUE,
58,Stockholm,Stockholm Open,10/9/2008,International,Indoor,Hard,2nd Round,3,Nieminen J.,Clement A.,33,86,6,4,6,7,6,2,,,,,2,1,Completed,1.57,2.25,2008,TRUE,
58,Stockholm,Stockholm Open,10/9/2008,International,Indoor,Hard,2nd Round,3,Nalbandian D.,Johansson J.,7,771,6,3,6,2,,,,,,,2,0,Completed,1.33,3.25,2008,TRUE,
58,Stockholm,Stockholm Open,10/9/2008,International,Indoor,Hard,2nd Round,3,Soderling R.,Monaco J.,35,43,6,3,6,3,,,,,,,2,0,Completed,1.2,4.33,2008,TRUE,
58,Stockholm,Stockholm Open,10/10/2008,International,Indoor,Hard,Quarterfinals,3,Nieminen J.,Hernandez O.,33,83,6,1,6,4,,,,,,,2,0,Completed,1.14,5,2008,TRUE,
58,Stockholm,Stockholm Open,10/10/2008,International,Indoor,Hard,Quarterfinals,3,Nishikori K.,Ancic M.,77,31,,,,,,,,,,,,,Walkover,3.4,1.3,2008,FALSE,
58,Stockholm,Stockholm Open,10/10/2008,International,Indoor,Hard,Quarterfinals,3,Nalbandian D.,Montanes A.,7,51,6,4,6,1,,,,,,,2,0,Completed,1.06,8,2008,TRUE,
58,Stockholm,Stockholm Open,10/10/2008,International,Indoor,Hard,Quarterfinals,3,Soderling R.,Schuettler R.,35,34,6,2,7,5,,,,,,,2,0,Completed,1.22,4,2008,TRUE,
58,Stockholm,Stockholm Open,10/11/2008,International,Indoor,Hard,Semifinals,3,Nalbandian D.,Nieminen J.,7,33,6,2,6,1,,,,,,,2,0,Completed,1.28,3.5,2008,TRUE,
58,Stockholm,Stockholm Open,10/11/2008,International,Indoor,Hard,Semifinals,3,Soderling R.,Nishikori K.,35,77,6,1,6,0,,,,,,,2,0,Completed,1.16,4.5,2008,TRUE,
58,Stockholm,Stockholm Open,10/12/2008,International,Indoor,Hard,The Final,3,Nalbandian D.,Soderling R.,7,35,6,2,5,7,6,3,,,,,2,1,Completed,1.57,2.37,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/6/2008,International Gold,Indoor,Hard,1st Round,3,Canas G.,Seppi A.,61,30,7,6,6,3,,,,,,,2,0,Completed,2.1,1.66,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/6/2008,International Gold,Indoor,Hard,1st Round,3,Verdasco F.,Crivoi V.,13,145,6,4,6,4,,,,,,,2,0,Completed,1.1,6.5,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/6/2008,International Gold,Indoor,Hard,1st Round,3,Hernych J.,Karanusic R.,129,103,4,6,6,4,7,6,,,,,2,1,Completed,1.83,1.83,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/6/2008,International Gold,Indoor,Hard,1st Round,3,Ferrero J.C.,Karlovic I.,44,14,6,4,7,6,,,,,,,2,0,Completed,2,1.72,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/6/2008,International Gold,Indoor,Hard,1st Round,3,Lopez F.,Calleri A.,45,50,7,6,7,6,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/6/2008,International Gold,Indoor,Hard,1st Round,3,Moya C.,Berrer M.,48,105,7,6,7,6,,,,,,,2,0,Completed,1.36,3,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/7/2008,International Gold,Indoor,Hard,1st Round,3,Petzschner P.,Wawrinka S.,125,10,6,7,6,2,7,6,,,,,2,1,Completed,5.5,1.12,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/7/2008,International Gold,Indoor,Hard,1st Round,3,Kohlschreiber P.,Gicquel M.,32,37,6,2,6,2,,,,,,,2,0,Completed,1.61,2.2,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/7/2008,International Gold,Indoor,Hard,1st Round,3,Stepanek R.,Snobel P.,29,184,6,4,6,2,,,,,,,2,0,Completed,1.1,6.5,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/7/2008,International Gold,Indoor,Hard,1st Round,3,Gonzalez F.,Bolelli S.,12,46,4,6,7,6,6,2,,,,,2,1,Completed,1.36,3,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/7/2008,International Gold,Indoor,Hard,1st Round,3,Gulbis E.,Volandri F.,56,95,6,2,6,3,,,,,,,2,0,Completed,1.06,8,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/7/2008,International Gold,Indoor,Hard,1st Round,3,Schwank E.,Simon G.,54,17,4,6,7,5,7,6,,,,,2,1,Completed,3,1.36,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/7/2008,International Gold,Indoor,Hard,1st Round,3,Giraldo S.,Koubek S.,143,140,6,1,6,2,,,,,,,2,0,Completed,,,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/7/2008,International Gold,Indoor,Hard,1st Round,3,Melzer J.,Ljubicic I.,38,49,7,6,6,3,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/8/2008,International Gold,Indoor,Hard,1st Round,3,Martin Del Potro J.,Fischer M.,9,219,7,6,7,6,,,,,,,2,0,Completed,1.05,9,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/8/2008,International Gold,Indoor,Hard,1st Round,3,Monfils G.,Peya A.,28,164,3,6,6,1,6,3,,,,,2,1,Completed,1.16,4.5,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/8/2008,International Gold,Indoor,Hard,2nd Round,3,Verdasco F.,Canas G.,13,61,6,1,6,2,,,,,,,2,0,Completed,1.44,2.62,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/8/2008,International Gold,Indoor,Hard,2nd Round,3,Petzschner P.,Hernych J.,125,129,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/8/2008,International Gold,Indoor,Hard,2nd Round,3,Gonzalez F.,Gulbis E.,12,56,4,6,7,6,6,1,,,,,2,1,Completed,1.83,1.83,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/8/2008,International Gold,Indoor,Hard,2nd Round,3,Moya C.,Schwank E.,48,54,6,2,6,3,,,,,,,2,0,Completed,1.83,1.83,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/9/2008,International Gold,Indoor,Hard,2nd Round,3,Lopez F.,Giraldo S.,45,143,7,6,6,3,,,,,,,2,0,Completed,1.22,4,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/9/2008,International Gold,Indoor,Hard,2nd Round,3,Kohlschreiber P.,Martin Del Potro J.,32,9,,,,,,,,,,,,,Walkover,2.87,1.38,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/9/2008,International Gold,Indoor,Hard,2nd Round,3,Monfils G.,Stepanek R.,28,29,6,4,6,3,,,,,,,2,0,Completed,2.1,1.66,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/9/2008,International Gold,Indoor,Hard,2nd Round,3,Melzer J.,Ferrero J.C.,38,44,7,6,6,3,,,,,,,2,0,Completed,1.83,1.83,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/10/2008,International Gold,Indoor,Hard,Quarterfinals,3,Kohlschreiber P.,Verdasco F.,32,13,6,2,6,3,,,,,,,2,0,Completed,2.1,1.66,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/10/2008,International Gold,Indoor,Hard,Quarterfinals,3,Monfils G.,Gonzalez F.,28,12,6,3,7,6,,,,,,,2,0,Completed,2,1.72,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/10/2008,International Gold,Indoor,Hard,Quarterfinals,3,Lopez F.,Melzer J.,45,38,4,6,6,3,6,4,,,,,2,1,Completed,2.62,1.44,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/10/2008,International Gold,Indoor,Hard,Quarterfinals,3,Petzschner P.,Moya C.,125,48,6,4,6,2,,,,,,,2,0,Completed,3,1.36,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/11/2008,International Gold,Indoor,Hard,Semifinals,3,Monfils G.,Kohlschreiber P.,28,32,6,4,5,7,7,6,,,,,2,1,Completed,1.72,2,2008,TRUE,
59,Vienna,BA-CA Tennis Trophy,10/11/2008,International Gold,Indoor,Hard,Semifinals,3,Petzschner P.,Lopez F.,125,45,3,6,6,3,6,3,,,,,2,1,Completed,2.25,1.57,2008,FALSE,
59,Vienna,BA-CA Tennis Trophy,10/12/2008,International Gold,Indoor,Hard,The Final,3,Petzschner P.,Monfils G.,125,28,6,4,6,4,,,,,,,2,0,Completed,3.5,1.3,2008,FALSE,
60,Madrid,Madrid Masters,10/12/2008,Masters,Indoor,Hard,1st Round,3,Stepanek R.,Monaco J.,30,44,6,1,6,1,,,,,,,2,0,Completed,1.3,3.4,2008,TRUE,
60,Madrid,Madrid Masters,10/12/2008,Masters,Indoor,Hard,1st Round,3,Gulbis E.,Kiefer N.,54,27,5,7,6,4,7,5,,,,,2,1,Completed,1.53,2.37,2008,TRUE,
60,Madrid,Madrid Masters,10/13/2008,Masters,Indoor,Hard,1st Round,3,Fish M.,Darcis S.,25,59,6,1,6,4,,,,,,,2,0,Completed,1.53,2.37,2008,TRUE,
60,Madrid,Madrid Masters,10/13/2008,Masters,Indoor,Hard,1st Round,3,Bolelli S.,Almagro N.,43,17,7,6,6,1,,,,,,,2,0,Completed,2.1,1.66,2008,FALSE,
60,Madrid,Madrid Masters,10/13/2008,Masters,Indoor,Hard,1st Round,3,Simon G.,Andreev I.,16,20,4,6,6,1,7,6,,,,,2,1,Completed,1.66,2.1,2008,TRUE,
60,Madrid,Madrid Masters,10/13/2008,Masters,Indoor,Hard,1st Round,3,Cilic M.,Rochus O.,24,110,6,3,7,5,,,,,,,2,0,Completed,1.33,3.25,2008,TRUE,
60,Madrid,Madrid Masters,10/13/2008,Masters,Indoor,Hard,1st Round,3,Robredo T.,Seppi A.,19,36,7,6,3,6,6,3,,,,,2,1,Completed,1.36,3,2008,TRUE,
60,Madrid,Madrid Masters,10/13/2008,Masters,Indoor,Hard,1st Round,3,Berdych T.,Schuettler R.,22,35,6,1,6,2,,,,,,,2,0,Completed,1.16,4.5,2008,TRUE,
60,Madrid,Madrid Masters,10/14/2008,Masters,Indoor,Hard,1st Round,3,Granollers M.,Mathieu P.H.,58,29,6,4,6,4,,,,,,,2,0,Completed,4.33,1.2,2008,FALSE,
60,Madrid,Madrid Masters,10/14/2008,Masters,Indoor,Hard,1st Round,3,Nieminen J.,Youzhny M.,33,23,7,5,3,6,6,2,,,,,2,1,Completed,2.5,1.5,2008,FALSE,
60,Madrid,Madrid Masters,10/14/2008,Masters,Indoor,Hard,1st Round,3,Monfils G.,Fognini F.,18,75,6,2,6,4,,,,,,,2,0,Completed,1.12,5.5,2008,TRUE,
60,Madrid,Madrid Masters,10/14/2008,Masters,Indoor,Hard,1st Round,3,Kohlschreiber P.,Moya C.,31,46,6,2,6,2,,,,,,,2,0,Completed,1.53,2.37,2008,TRUE,
