ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,Year,Higher Odds win,Spaces
14,Marseille,Open 13,2/18/2019,ATP250,Indoor,Hard,1st Round,3,Hurkacz H.,Krajinovic F.,78,77,6,3,6,2,,,,,,,2,0,Completed,2.75,1.4,2019,FALSE,
14,Marseille,Open 13,2/18/2019,ATP250,Indoor,Hard,1st Round,3,Simon G.,Hoang A.,32,139,5,7,6,3,6,3,,,,,2,1,Completed,1.33,3.25,2019,TRUE,
14,Marseille,Open 13,2/18/2019,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Kudla D.,50,61,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,2019,TRUE,
14,Marseille,Open 13,2/19/2019,ATP250,Indoor,Hard,1st Round,3,Gojowczyk P.,Dzumhur D.,60,49,6,2,6,4,,,,,,,2,0,Completed,2.1,1.66,2019,FALSE,
14,Marseille,Open 13,2/19/2019,ATP250,Indoor,Hard,1st Round,3,Stakhovsky S.,Lestienne C.,141,168,7,6,1,6,6,3,,,,,2,1,Completed,1.83,1.83,2019,FALSE,
14,Marseille,Open 13,2/19/2019,ATP250,Indoor,Hard,1st Round,3,Paire B.,Bolelli S.,59,136,6,4,7,6,,,,,,,2,0,Completed,1.44,2.62,2019,TRUE,
14,Marseille,Open 13,2/19/2019,ATP250,Indoor,Hard,1st Round,3,Verdasco F.,Gerasimov E.,26,161,4,6,6,3,7,5,,,,,2,1,Completed,1.3,3.4,2019,TRUE,
14,Marseille,Open 13,2/19/2019,ATP250,Indoor,Hard,1st Round,3,Rublev A.,Tsonga J.W.,115,112,2,6,6,4,6,2,,,,,2,1,Completed,4,1.22,2019,FALSE,
14,Marseille,Open 13,2/19/2019,ATP250,Indoor,Hard,1st Round,3,Berrettini M.,Chardy J.,48,35,7,6,7,6,,,,,,,2,0,Completed,2,1.72,2019,FALSE,
14,Marseille,Open 13,2/20/2019,ATP250,Indoor,Hard,1st Round,3,Bachinger M.,Darcis S.,143,283,4,6,6,3,6,4,,,,,2,1,Completed,1.83,1.83,2019,FALSE,
14,Marseille,Open 13,2/20/2019,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Vesely J.,130,94,7,6,6,3,,,,,,,2,0,Completed,1.61,2.2,2019,TRUE,
14,Marseille,Open 13,2/20/2019,ATP250,Indoor,Hard,1st Round,3,Humbert U.,Gulbis E.,75,74,6,3,7,6,,,,,,,2,0,Completed,1.8,1.9,2019,TRUE,
14,Marseille,Open 13,2/20/2019,ATP250,Indoor,Hard,2nd Round,3,Kukushkin M.,Shapovalov D.,50,25,6,4,7,6,,,,,,,2,0,Completed,3,1.36,2019,FALSE,
14,Marseille,Open 13,2/20/2019,ATP250,Indoor,Hard,2nd Round,3,Tsitsipas S.,Hurkacz H.,12,78,6,4,6,2,,,,,,,2,0,Completed,1.3,3.4,2019,TRUE,
14,Marseille,Open 13,2/20/2019,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Gojowczyk P.,32,60,4,6,6,4,6,2,,,,,2,1,Completed,1.5,2.5,2019,TRUE,
14,Marseille,Open 13,2/21/2019,ATP250,Indoor,Hard,2nd Round,3,Rublev A.,Berrettini M.,115,48,6,3,7,6,,,,,,,2,0,Completed,2,1.72,2019,FALSE,
14,Marseille,Open 13,2/21/2019,ATP250,Indoor,Hard,2nd Round,3,Bachinger M.,Verdasco F.,143,26,6,4,6,3,,,,,,,2,0,Completed,3.25,1.33,2019,FALSE,
14,Marseille,Open 13,2/21/2019,ATP250,Indoor,Hard,2nd Round,3,Humbert U.,Coric B.,75,13,6,3,6,3,,,,,,,2,0,Completed,2.75,1.4,2019,FALSE,
14,Marseille,Open 13,2/21/2019,ATP250,Indoor,Hard,2nd Round,3,Goffin D.,Paire B.,24,59,6,2,6,3,,,,,,,2,0,Completed,1.44,2.62,2019,TRUE,
14,Marseille,Open 13,2/21/2019,ATP250,Indoor,Hard,2nd Round,3,Stakhovsky S.,Barrere G.,141,130,6,3,6,4,,,,,,,2,0,Completed,2.2,1.61,2019,FALSE,
14,Marseille,Open 13,2/22/2019,ATP250,Indoor,Hard,Quarterfinals,3,Kukushkin M.,Rublev A.,50,115,6,4,6,1,,,,,,,2,0,Completed,2.1,1.72,2019,FALSE,
14,Marseille,Open 13,2/22/2019,ATP250,Indoor,Hard,Quarterfinals,3,Humbert U.,Bachinger M.,75,143,6,3,6,3,,,,,,,2,0,Completed,1.44,2.75,2019,TRUE,
14,Marseille,Open 13,2/22/2019,ATP250,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,Stakhovsky S.,12,141,6,4,6,3,,,,,,,2,0,Completed,1.14,5.5,2019,TRUE,
14,Marseille,Open 13,2/22/2019,ATP250,Indoor,Hard,Quarterfinals,3,Goffin D.,Simon G.,24,32,6,2,6,4,,,,,,,2,0,Completed,1.61,2.3,2019,TRUE,
14,Marseille,Open 13,2/23/2019,ATP250,Indoor,Hard,Semifinals,3,Kukushkin M.,Humbert U.,50,75,6,4,6,4,,,,,,,2,0,Completed,2.1,1.72,2019,FALSE,
14,Marseille,Open 13,2/23/2019,ATP250,Indoor,Hard,Semifinals,3,Tsitsipas S.,Goffin D.,12,24,7,6,6,2,,,,,,,2,0,Completed,1.8,2,2019,TRUE,
14,Marseille,Open 13,2/24/2019,ATP250,Indoor,Hard,The Final,3,Tsitsipas S.,Kukushkin M.,12,50,7,5,7,6,,,,,,,2,0,Completed,1.3,3.5,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Norrie C.,Lajovic D.,62,43,6,2,6,1,,,,,,,2,0,Completed,2.5,1.5,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Mayer L.,66,55,7,6,6,4,,,,,,,2,0,Completed,1.83,1.83,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Sousa J.,Pella G.,40,46,6,4,3,6,6,4,,,,,2,1,Completed,1.8,1.9,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Ruud C.,Berlocq C.,135,140,6,1,6,2,,,,,,,2,0,Completed,,,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Dellien H.,Andreozzi G.,113,76,6,4,6,4,,,,,,,2,0,Completed,2,1.72,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Delbonis F.,Jaziri M.,80,44,6,3,7,5,,,,,,,2,0,Completed,1.25,3.75,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Sonego L.,93,103,7,6,6,3,,,,,,,2,0,Completed,1.66,2.1,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,Jarry N.,114,47,6,3,6,7,7,6,,,,,2,1,Completed,2.1,1.66,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Bedene A.,Cecchinato M.,83,17,7,5,7,6,,,,,,,2,0,Completed,2.25,1.57,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Garin C.,Marterer M.,91,95,7,5,6,3,,,,,,,2,0,Completed,2,1.72,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,Sousa P.,126,99,6,3,6,2,,,,,,,2,0,Completed,1.36,3,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Auger-Aliassime F.,Fognini F.,104,16,6,2,6,3,,,,,,,2,0,Completed,2.62,1.44,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Londero J.I.,Ymer E.,69,117,2,6,7,5,6,2,,,,,2,1,Completed,1.36,3,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/19/2019,ATP500,Outdoor,Clay,1st Round,3,Djere L.,Thiem D.,90,8,6,3,6,3,,,,,,,2,0,Completed,6,1.12,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/20/2019,ATP500,Outdoor,Clay,1st Round,3,Cuevas P.,Schwartzman D.,63,19,6,1,4,1,,,,,,,1,0,Retired,1.72,2,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/20/2019,ATP500,Outdoor,Clay,1st Round,3,Daniel T.,Seyboth Wild T.,73,445,3,6,6,3,6,2,,,,,2,1,Completed,1.4,2.75,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/20/2019,ATP500,Outdoor,Clay,2nd Round,3,Munar J.,Norrie C.,66,62,7,6,5,7,7,6,,,,,2,1,Completed,1.4,2.75,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/20/2019,ATP500,Outdoor,Clay,2nd Round,3,Dellien H.,Carballes Baena R.,113,114,7,5,6,4,,,,,,,2,0,Completed,2.62,1.44,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/20/2019,ATP500,Outdoor,Clay,2nd Round,3,Bedene A.,Monteiro T.,83,126,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/21/2019,ATP500,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Garin C.,104,91,7,5,6,4,,,,,,,2,0,Completed,2,1.72,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/21/2019,ATP500,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Delbonis F.,93,80,3,6,7,5,6,3,,,,,2,1,Completed,2.37,1.53,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/21/2019,ATP500,Outdoor,Clay,2nd Round,3,Djere L.,Daniel T.,90,73,6,4,6,2,,,,,,,2,0,Completed,1.5,2.5,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/21/2019,ATP500,Outdoor,Clay,2nd Round,3,Ruud C.,Sousa J.,135,40,6,3,3,6,6,4,,,,,2,1,Completed,2.25,1.57,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/21/2019,ATP500,Outdoor,Clay,2nd Round,3,Cuevas P.,Londero J.I.,63,69,6,1,6,4,,,,,,,2,0,Completed,1.36,3,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/22/2019,ATP500,Outdoor,Clay,Quarterfinals,3,Bedene A.,Dellien H.,83,113,4,6,6,2,6,3,,,,,2,1,Completed,1.36,3.2,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/22/2019,ATP500,Outdoor,Clay,Quarterfinals,3,Djere L.,Ruud C.,90,135,6,4,7,5,,,,,,,2,0,Completed,1.72,2.1,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/22/2019,ATP500,Outdoor,Clay,Quarterfinals,3,Auger-Aliassime F.,Munar J.,104,66,6,4,6,3,,,,,,,2,0,Completed,2.1,1.72,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/23/2019,ATP500,Outdoor,Clay,Quarterfinals,3,Cuevas P.,Ramos-Vinolas A.,63,93,6,3,3,6,6,3,,,,,2,1,Completed,1.3,3.5,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/23/2019,ATP500,Outdoor,Clay,Semifinals,3,Djere L.,Bedene A.,90,83,,,,,,,,,,,,,Walkover,1.72,2.1,2019,TRUE,
15,Rio de Janeiro,Rio Open,2/23/2019,ATP500,Outdoor,Clay,Semifinals,3,Auger-Aliassime F.,Cuevas P.,104,63,6,3,3,6,6,3,,,,,2,1,Completed,2.3,1.61,2019,FALSE,
15,Rio de Janeiro,Rio Open,2/24/2019,ATP500,Outdoor,Clay,The Final,3,Djere L.,Auger-Aliassime F.,90,104,6,3,7,5,,,,,,,2,0,Completed,2.2,1.66,2019,FALSE,
16,Acapulco,Abierto Mexicano,2/25/2019,ATP500,Outdoor,Hard,1st Round,3,Johnson S.,Lopez Villasenor G.,36,552,7,5,7,5,,,,,,,2,0,Completed,1.12,6,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Gojowczyk P.,Gaio F.,87,229,5,7,6,4,6,2,,,,,2,1,Completed,1.28,3.5,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Millman J.,Granollers M.,44,115,6,3,6,4,,,,,,,2,0,Completed,1.33,3.25,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Wawrinka S.,Harrison R.,42,93,6,4,7,6,,,,,,,2,0,Completed,1.33,3.25,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Thompson J.,34,79,3,6,6,4,6,3,,,,,2,1,Completed,1.57,2.25,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Isner J.,Mannarino A.,9,51,6,3,4,6,6,3,,,,,2,1,Completed,1.33,3.25,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Schwartzman D.,Copil M.,25,74,6,3,4,6,6,1,,,,,2,1,Completed,1.66,2.1,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Norrie C.,Nishioka Y.,64,75,6,2,2,6,6,2,,,,,2,1,Completed,2.2,1.61,2019,FALSE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,1st Round,3,Kyrgios N.,Seppi A.,72,49,6,3,7,5,,,,,,,2,0,Completed,2,1.72,2019,FALSE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Popyrin A.,3,133,6,3,6,3,,,,,,,2,0,Completed,1.16,5,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,1st Round,3,Querrey S.,Garcia-Lopez G.,57,103,6,3,6,2,,,,,,,2,0,Completed,1.3,3.4,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,1st Round,3,Nadal R.,Zverev M.,2,76,6,3,6,3,,,,,,,2,0,Completed,1.05,11,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,1st Round,3,De Minaur A.,Jarry N.,26,67,7,6,7,6,,,,,,,2,0,Completed,1.25,3.75,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,1st Round,3,Mcdonald M.,Nava E.,71,N/A,6,1,6,3,,,,,,,2,0,Completed,1.07,9,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,Lajovic D.,73,43,6,7,6,2,7,5,,,,,2,1,Completed,2,1.72,2019,FALSE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,1st Round,3,Ferrer D.,Sandgren T.,145,84,7,6,7,6,,,,,,,2,0,Completed,1.53,2.37,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Millman J.,Gojowczyk P.,44,87,6,0,6,2,,,,,,,2,0,Completed,1.4,2.75,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Isner J.,Querrey S.,9,57,6,4,6,4,,,,,,,2,0,Completed,1.83,1.83,2019,FALSE,
16,Acapulco,Abierto Mexicano,2/28/2019,ATP500,Outdoor,Hard,2nd Round,3,Mcdonald M.,Tiafoe F.,71,34,6,7,7,5,6,3,,,,,2,1,Completed,2.25,1.57,2019,FALSE,
16,Acapulco,Abierto Mexicano,2/28/2019,ATP500,Outdoor,Hard,2nd Round,3,Wawrinka S.,Johnson S.,42,36,7,6,6,4,,,,,,,2,0,Completed,1.25,3.75,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/28/2019,ATP500,Outdoor,Hard,2nd Round,3,Norrie C.,Schwartzman D.,64,25,7,6,4,6,6,3,,,,,2,1,Completed,2.1,1.66,2019,FALSE,
16,Acapulco,Abierto Mexicano,2/28/2019,ATP500,Outdoor,Hard,2nd Round,3,Kyrgios N.,Nadal R.,72,2,3,6,7,6,7,6,,,,,2,1,Completed,4,1.22,2019,FALSE,
16,Acapulco,Abierto Mexicano,2/28/2019,ATP500,Outdoor,Hard,2nd Round,3,De Minaur A.,Lopez F.,26,73,,,,,,,,,,,,,Walkover,1.28,3.5,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/28/2019,ATP500,Outdoor,Hard,2nd Round,3,Zverev A.,Ferrer D.,3,145,7,6,6,1,,,,,,,2,0,Completed,1.16,5,2019,TRUE,
16,Acapulco,Abierto Mexicano,2/28/2019,ATP500,Outdoor,Hard,Quarterfinals,3,Norrie C.,Mcdonald M.,64,71,6,3,6,2,,,,,,,2,0,Completed,1.66,2.2,2019,TRUE,
16,Acapulco,Abierto Mexicano,3/1/2019,ATP500,Outdoor,Hard,Quarterfinals,3,Zverev A.,De Minaur A.,3,26,6,4,6,4,,,,,,,2,0,Completed,1.33,3.4,2019,TRUE,
16,Acapulco,Abierto Mexicano,3/1/2019,ATP500,Outdoor,Hard,Quarterfinals,3,Kyrgios N.,Wawrinka S.,72,42,7,5,6,7,6,4,,,,,2,1,Completed,2.62,1.5,2019,FALSE,
16,Acapulco,Abierto Mexicano,3/1/2019,ATP500,Outdoor,Hard,Quarterfinals,3,Isner J.,Millman J.,9,44,7,6,6,7,7,6,,,,,2,1,Completed,1.61,2.3,2019,TRUE,
16,Acapulco,Abierto Mexicano,3/2/2019,ATP500,Outdoor,Hard,Semifinals,3,Zverev A.,Norrie C.,3,64,7,6,6,3,,,,,,,2,0,Completed,1.16,5,2019,TRUE,
16,Acapulco,Abierto Mexicano,3/2/2019,ATP500,Outdoor,Hard,Semifinals,3,Kyrgios N.,Isner J.,72,9,7,5,5,7,7,6,,,,,2,1,Completed,1.72,2.1,2019,TRUE,
16,Acapulco,Abierto Mexicano,3/3/2019,ATP500,Outdoor,Hard,The Final,3,Kyrgios N.,Zverev A.,72,3,6,3,6,4,,,,,,,2,0,Completed,2.75,1.44,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/25/2019,ATP500,Outdoor,Hard,1st Round,3,Fucsovics M.,Dzumhur D.,35,50,6,1,7,6,,,,,,,2,0,Completed,1.44,2.62,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/25/2019,ATP500,Outdoor,Hard,1st Round,3,Verdasco F.,Fabbiano T.,32,85,3,6,6,3,6,2,,,,,2,1,Completed,1.4,2.75,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/25/2019,ATP500,Outdoor,Hard,1st Round,3,Struff J.L.,Raonic M.,54,14,6,4,5,7,6,4,,,,,2,1,Completed,4.33,1.2,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/25/2019,ATP500,Outdoor,Hard,1st Round,3,Basilashvili N.,Khachanov K.,19,12,6,4,6,1,,,,,,,2,0,Completed,2.62,1.44,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/25/2019,ATP500,Outdoor,Hard,1st Round,3,Federer R.,Kohlschreiber P.,7,31,6,4,3,6,6,1,,,,,2,1,Completed,1.1,7,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/25/2019,ATP500,Outdoor,Hard,1st Round,3,Bautista Agut R.,Ramanathan R.,18,137,6,4,6,3,,,,,,,2,0,Completed,1.07,9,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Berankis R.,Medvedev D.,113,15,6,3,6,3,,,,,,,2,0,Completed,5.5,1.14,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Kudla D.,Berrettini M.,68,56,2,6,7,5,7,5,,,,,2,1,Completed,3.25,1.33,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Gerasimov E.,Haase R.,155,62,7,6,7,6,,,,,,,2,0,Completed,2,1.72,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Nishikori K.,Paire B.,6,65,6,4,6,3,,,,,,,2,0,Completed,1.18,4.5,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Hurkacz H.,Moutet C.,77,143,6,3,7,5,,,,,,,2,0,Completed,1.57,2.25,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Baghdatis M.,Safwat M.,128,218,4,6,6,3,6,4,,,,,2,1,Completed,1.14,5.5,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Berdych T.,Ivashka I.,88,98,6,4,4,6,7,6,,,,,2,1,Completed,1.16,5,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Monfils G.,Cilic M.,23,10,6,3,4,6,6,0,,,,,2,1,Completed,1.9,1.8,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Coric B.,Vesely J.,13,96,7,5,3,6,7,6,,,,,2,1,Completed,1.2,4.33,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/26/2019,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,Ebden M.,11,47,6,4,3,6,6,3,,,,,2,1,Completed,1.22,4,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Hurkacz H.,Nishikori K.,77,6,7,5,5,7,6,2,,,,,2,1,Completed,5.5,1.14,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Berankis R.,Kudla D.,113,68,6,4,6,1,,,,,,,2,0,Completed,1.53,2.37,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Basilashvili N.,Bautista Agut R.,19,18,6,7,6,4,6,3,,,,,2,1,Completed,2.75,1.4,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Fucsovics M.,Struff J.L.,35,54,6,4,6,2,,,,,,,2,0,Completed,1.53,2.37,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Monfils G.,Baghdatis M.,23,128,6,3,6,2,,,,,,,2,0,Completed,1.14,5.5,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Gerasimov E.,11,155,6,3,6,1,,,,,,,2,0,Completed,1.2,4.33,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Federer R.,Verdasco F.,7,32,6,3,3,6,6,3,,,,,2,1,Completed,1.14,5.5,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/27/2019,ATP500,Outdoor,Hard,2nd Round,3,Coric B.,Berdych T.,13,88,1,6,6,1,7,6,,,,,2,1,Completed,2.1,1.66,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,2/28/2019,ATP500,Outdoor,Hard,Quarterfinals,3,Monfils G.,Berankis R.,23,113,6,1,6,7,6,2,,,,,2,1,Completed,1.16,5,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/28/2019,ATP500,Outdoor,Hard,Quarterfinals,3,Tsitsipas S.,Hurkacz H.,11,77,7,6,6,7,6,1,,,,,2,1,Completed,1.2,4.5,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/28/2019,ATP500,Outdoor,Hard,Quarterfinals,3,Federer R.,Fucsovics M.,7,35,7,6,6,4,,,,,,,2,0,Completed,1.16,5,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,2/28/2019,ATP500,Outdoor,Hard,Quarterfinals,3,Coric B.,Basilashvili N.,13,19,4,6,6,2,7,6,,,,,2,1,Completed,1.8,2,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,3/1/2019,ATP500,Outdoor,Hard,Semifinals,3,Tsitsipas S.,Monfils G.,11,23,4,6,7,6,7,6,,,,,2,1,Completed,2.1,1.72,2019,FALSE,
17,Dubai ,Dubai Tennis Championships,3/1/2019,ATP500,Outdoor,Hard,Semifinals,3,Federer R.,Coric B.,7,13,6,2,6,2,,,,,,,2,0,Completed,1.36,3.2,2019,TRUE,
17,Dubai ,Dubai Tennis Championships,3/2/2019,ATP500,Outdoor,Hard,The Final,3,Federer R.,Tsitsipas S.,7,11,6,4,6,4,,,,,,,2,0,Completed,1.28,3.75,2019,TRUE,
18,Sao Paulo,Brasil Open,2/25/2019,ATP250,Indoor,Clay,1st Round,3,Garin C.,Sousa P.,92,101,7,6,6,2,,,,,,,2,0,Completed,1.25,3.75,2019,TRUE,
18,Sao Paulo,Brasil Open,2/25/2019,ATP250,Indoor,Clay,1st Round,3,Carballes Baena R.,Marterer M.,111,97,3,6,6,1,6,2,,,,,2,1,Completed,2.1,1.66,2019,FALSE,
18,Sao Paulo,Brasil Open,2/25/2019,ATP250,Indoor,Clay,1st Round,3,Trungelliti M.,Daniel T.,121,70,6,4,3,6,7,6,,,,,2,1,Completed,2.25,1.57,2019,FALSE,
18,Sao Paulo,Brasil Open,2/26/2019,ATP250,Indoor,Clay,1st Round,3,Sonego L.,Delbonis F.,114,81,6,4,6,4,,,,,,,2,0,Completed,2.5,1.5,2019,FALSE,
18,Sao Paulo,Brasil Open,2/26/2019,ATP250,Indoor,Clay,1st Round,3,Munar J.,Sakamoto P.,61,389,6,3,6,2,,,,,,,2,0,Completed,1.14,5.5,2019,TRUE,
18,Sao Paulo,Brasil Open,2/26/2019,ATP250,Indoor,Clay,1st Round,3,Londero J.I.,Lorenzi P.,66,106,7,6,6,1,,,,,,,2,0,Completed,1.5,2.5,2019,TRUE,
18,Sao Paulo,Brasil Open,2/26/2019,ATP250,Indoor,Clay,1st Round,3,Dellien H.,Martinez P.,95,170,6,1,6,2,,,,,,,2,0,Completed,1.72,2,2019,TRUE,
18,Sao Paulo,Brasil Open,2/26/2019,ATP250,Indoor,Clay,1st Round,3,Ramos-Vinolas A.,Bagnis F.,86,146,6,1,6,3,,,,,,,2,0,Completed,1.53,2.37,2019,TRUE,
18,Sao Paulo,Brasil Open,2/26/2019,ATP250,Indoor,Clay,1st Round,3,Seyboth Wild T.,Ymer E.,449,117,6,3,4,6,6,2,,,,,2,1,Completed,2.37,1.53,2019,FALSE,
18,Sao Paulo,Brasil Open,2/27/2019,ATP250,Indoor,Clay,1st Round,3,Ruud C.,Monteiro T.,108,120,6,3,6,4,,,,,,,2,0,Completed,1.61,2.2,2019,TRUE,
18,Sao Paulo,Brasil Open,2/27/2019,ATP250,Indoor,Clay,1st Round,3,Djere L.,Giannessi A.,37,168,7,6,4,6,6,4,,,,,2,1,Completed,1.4,2.75,2019,TRUE,
